sentence,prompt
""""""""" The worst thing that could happen for financial markets is that if Clinton and Dole start to trade shots in the middle of the ring with one-upmanship "","" """""""" said Hugh Johnson "","" chief investment officer at First Albany Corp. """""""" That 's when Wall Street will need to worry . """"""""",could happen for is not a named entity .
""""""""" The worst thing that could happen for financial markets is that if Clinton and Dole start to trade shots in the middle of the ring with one-upmanship "","" """""""" said Hugh Johnson "","" chief investment officer at First Albany Corp. """""""" That 's when Wall Street will need to worry . """"""""",Wall Street will need is not a named entity .
"This week "","" the market weighed Dole 's proposal to lower federal income taxes by 15 percent across the board "","" a package that carries a price tag of $ 548 billion .",Dole is a/an person entity .
"This week "","" the market weighed Dole 's proposal to lower federal income taxes by 15 percent across the board "","" a package that carries a price tag of $ 548 billion .",taxes by 15 percent across is not a named entity .
"This week "","" the market weighed Dole 's proposal to lower federal income taxes by 15 percent across the board "","" a package that carries a price tag of $ 548 billion .",a package that carries a price is not a named entity .
Clinton proposes an $ 8.4 billion re-election agenda that would spare most home-sellers from capital gains taxes and give employers tax incentives to hire people off the welfare rolls .,Clinton is a/an person entity .
Clinton proposes an $ 8.4 billion re-election agenda that would spare most home-sellers from capital gains taxes and give employers tax incentives to hire people off the welfare rolls .,to hire people off is not a named entity .
Clinton proposes an $ 8.4 billion re-election agenda that would spare most home-sellers from capital gains taxes and give employers tax incentives to hire people off the welfare rolls .,home-sellers from capital gains taxes and is not a named entity .
"Clinton claims Dole 's plan would increase the deficit "","" while the White House said some corporate taxes would be raised to offset the cost of the president 's plan .",Clinton is a/an person entity .
"Clinton claims Dole 's plan would increase the deficit "","" while the White House said some corporate taxes would be raised to offset the cost of the president 's plan .",Dole is a/an person entity .
"Clinton claims Dole 's plan would increase the deficit "","" while the White House said some corporate taxes would be raised to offset the cost of the president 's plan .",White House is a/an location entity .
"Clinton claims Dole 's plan would increase the deficit "","" while the White House said some corporate taxes would be raised to offset the cost of the president 's plan .",taxes is not a named entity .
"Clinton claims Dole 's plan would increase the deficit "","" while the White House said some corporate taxes would be raised to offset the cost of the president 's plan .",Dole 's plan is not a named entity .
"Clinton claims Dole 's plan would increase the deficit "","" while the White House said some corporate taxes would be raised to offset the cost of the president 's plan .","'s plan would increase the deficit "","" is not a named entity ."
"Clinton claims Dole 's plan would increase the deficit "","" while the White House said some corporate taxes would be raised to offset the cost of the president 's plan .",taxes would be raised to offset the cost is not a named entity .
"Clinton claims Dole 's plan would increase the deficit "","" while the White House said some corporate taxes would be raised to offset the cost of the president 's plan .",the cost is not a named entity .
"Clinton claims Dole 's plan would increase the deficit "","" while the White House said some corporate taxes would be raised to offset the cost of the president 's plan .",cost of the is not a named entity .
The experts said there are some unusual risks for the market from this year 's political season because the rush to promise tax cuts to win votes could upset Wall Street 's expectations that Washington will balance the budget .,Wall Street is a/an location entity .
The experts said there are some unusual risks for the market from this year 's political season because the rush to promise tax cuts to win votes could upset Wall Street 's expectations that Washington will balance the budget .,Washington is a/an location entity .
The experts said there are some unusual risks for the market from this year 's political season because the rush to promise tax cuts to win votes could upset Wall Street 's expectations that Washington will balance the budget .,Wall Street 's expectations is not a named entity .
The experts said there are some unusual risks for the market from this year 's political season because the rush to promise tax cuts to win votes could upset Wall Street 's expectations that Washington will balance the budget .,votes could upset Wall is not a named entity .
The experts said there are some unusual risks for the market from this year 's political season because the rush to promise tax cuts to win votes could upset Wall Street 's expectations that Washington will balance the budget .,could upset Wall Street 's expectations is not a named entity .
The experts said there are some unusual risks for the market from this year 's political season because the rush to promise tax cuts to win votes could upset Wall Street 's expectations that Washington will balance the budget .,season because the rush to promise is not a named entity .
""""""""" The stock market will have to edit the promises and then do a probability study on those edited promises "","" """""""" said John Geraghty at the consulting firm North American Equity Services .",John Geraghty is a/an person entity .
""""""""" The stock market will have to edit the promises and then do a probability study on those edited promises "","" """""""" said John Geraghty at the consulting firm North American Equity Services .",North American Equity Services is a/an organization entity .
""""""""" The stock market will have to edit the promises and then do a probability study on those edited promises "","" """""""" said John Geraghty at the consulting firm North American Equity Services .",probability study on is not a named entity .
""""""""" The stock market will have to edit the promises and then do a probability study on those edited promises "","" """""""" said John Geraghty at the consulting firm North American Equity Services .",then do is not a named entity .
""""""""" The stock market will have to edit the promises and then do a probability study on those edited promises "","" """""""" said John Geraghty at the consulting firm North American Equity Services .",Equity Services is not a named entity .
""""""""" The stock market will have to edit the promises and then do a probability study on those edited promises "","" """""""" said John Geraghty at the consulting firm North American Equity Services .",promises and then do a is not a named entity .
"Ronald Reagan 's tax cut won him a second four-year term in the White House in 1984 "","" while Democrat Walter Mondale "","" who promised higher taxes "","" lost .",Ronald Reagan is a/an person entity .
"Ronald Reagan 's tax cut won him a second four-year term in the White House in 1984 "","" while Democrat Walter Mondale "","" who promised higher taxes "","" lost .",White House is a/an location entity .
"Ronald Reagan 's tax cut won him a second four-year term in the White House in 1984 "","" while Democrat Walter Mondale "","" who promised higher taxes "","" lost .",Democrat is a/an other entity .
"Ronald Reagan 's tax cut won him a second four-year term in the White House in 1984 "","" while Democrat Walter Mondale "","" who promised higher taxes "","" lost .",Walter Mondale is a/an person entity .
"Ronald Reagan 's tax cut won him a second four-year term in the White House in 1984 "","" while Democrat Walter Mondale "","" who promised higher taxes "","" lost .","promised higher taxes "","" is not a named entity ."
"Ronald Reagan 's tax cut won him a second four-year term in the White House in 1984 "","" while Democrat Walter Mondale "","" who promised higher taxes "","" lost .","1984 "","" while Democrat Walter is not a named entity ."
"Ronald Reagan 's tax cut won him a second four-year term in the White House in 1984 "","" while Democrat Walter Mondale "","" who promised higher taxes "","" lost .",Ronald Reagan 's tax is not a named entity .
"Ronald Reagan 's tax cut won him a second four-year term in the White House in 1984 "","" while Democrat Walter Mondale "","" who promised higher taxes "","" lost .",second four-year term is not a named entity .
"Ronald Reagan 's tax cut won him a second four-year term in the White House in 1984 "","" while Democrat Walter Mondale "","" who promised higher taxes "","" lost .",'s tax cut won is not a named entity .
"Ronald Reagan 's tax cut won him a second four-year term in the White House in 1984 "","" while Democrat Walter Mondale "","" who promised higher taxes "","" lost .",won him is not a named entity .
"Ronald Reagan 's tax cut won him a second four-year term in the White House in 1984 "","" while Democrat Walter Mondale "","" who promised higher taxes "","" lost .",him a is not a named entity .
"Ronald Reagan 's tax cut won him a second four-year term in the White House in 1984 "","" while Democrat Walter Mondale "","" who promised higher taxes "","" lost .",in the White House in 1984 is not a named entity .
George Bush became president in 1988 on his no-new-tax campaign and Clinton won in 1992 with a promise to fatten workers ' paychecks .,George Bush is a/an person entity .
George Bush became president in 1988 on his no-new-tax campaign and Clinton won in 1992 with a promise to fatten workers ' paychecks .,Clinton is a/an person entity .
George Bush became president in 1988 on his no-new-tax campaign and Clinton won in 1992 with a promise to fatten workers ' paychecks .,to fatten workers ' paychecks . is not a named entity .
George Bush became president in 1988 on his no-new-tax campaign and Clinton won in 1992 with a promise to fatten workers ' paychecks .,Clinton won is not a named entity .
George Bush became president in 1988 on his no-new-tax campaign and Clinton won in 1992 with a promise to fatten workers ' paychecks .,and Clinton won in 1992 is not a named entity .
George Bush became president in 1988 on his no-new-tax campaign and Clinton won in 1992 with a promise to fatten workers ' paychecks .,1992 with a promise to fatten workers is not a named entity .
"The trick "","" they said "","" will be for the candidates to continue to convince Wall Street that the Treasury 's 30-year bond -- the most closely-watched interest rate -- will fall to between 4 percent and 5 percent by the end of the decade .",Wall Street is a/an location entity .
"The trick "","" they said "","" will be for the candidates to continue to convince Wall Street that the Treasury 's 30-year bond -- the most closely-watched interest rate -- will fall to between 4 percent and 5 percent by the end of the decade .",Treasury is a/an organization entity .
"The trick "","" they said "","" will be for the candidates to continue to convince Wall Street that the Treasury 's 30-year bond -- the most closely-watched interest rate -- will fall to between 4 percent and 5 percent by the end of the decade .",4 percent is not a named entity .
"The trick "","" they said "","" will be for the candidates to continue to convince Wall Street that the Treasury 's 30-year bond -- the most closely-watched interest rate -- will fall to between 4 percent and 5 percent by the end of the decade .","The trick "","" they said "","" will is not a named entity ."
"The trick "","" they said "","" will be for the candidates to continue to convince Wall Street that the Treasury 's 30-year bond -- the most closely-watched interest rate -- will fall to between 4 percent and 5 percent by the end of the decade .",continue to convince Wall is not a named entity .
"The trick "","" they said "","" will be for the candidates to continue to convince Wall Street that the Treasury 's 30-year bond -- the most closely-watched interest rate -- will fall to between 4 percent and 5 percent by the end of the decade .",bond -- the most closely-watched is not a named entity .
Johnson said that long-term interest rates have already been spooked by the election .,Johnson is a/an person entity .
Johnson said that long-term interest rates have already been spooked by the election .,already been spooked by the election . is not a named entity .
Johnson said that long-term interest rates have already been spooked by the election .,interest rates have already is not a named entity .
"But the market stalled this summer after the Dow Jones industrial average set a record high of ""5,778.00"" points on May 22 .",Dow Jones is a/an other entity .
"But the market stalled this summer after the Dow Jones industrial average set a record high of ""5,778.00"" points on May 22 .",this is not a named entity .
"But the market stalled this summer after the Dow Jones industrial average set a record high of ""5,778.00"" points on May 22 .","""5,778.00"" points on is not a named entity ."
""""""""" The market does n't seem to be able to make new highs and it has been back and forth in a fairly horizontal mode which looks like a holding pattern "","" """""""" said Geraghty .",Geraghty is a/an person entity .
""""""""" The market does n't seem to be able to make new highs and it has been back and forth in a fairly horizontal mode which looks like a holding pattern "","" """""""" said Geraghty .",highs and is not a named entity .
""""""""" The market does n't seem to be able to make new highs and it has been back and forth in a fairly horizontal mode which looks like a holding pattern "","" """""""" said Geraghty .",and it has been back and forth in is not a named entity .
"He said the market reflects the political uncertainty "","" now that Dole has sharply narrowed the gap with Clinton in the polls .",Dole is a/an person entity .
"He said the market reflects the political uncertainty "","" now that Dole has sharply narrowed the gap with Clinton in the polls .",Clinton is a/an person entity .
"He said the market reflects the political uncertainty "","" now that Dole has sharply narrowed the gap with Clinton in the polls .",sharply narrowed is not a named entity .
"He said the market reflects the political uncertainty "","" now that Dole has sharply narrowed the gap with Clinton in the polls .","political uncertainty "","" now that is not a named entity ."
"He said the market reflects the political uncertainty "","" now that Dole has sharply narrowed the gap with Clinton in the polls .","political uncertainty "","" now that Dole is not a named entity ."
"He said the market reflects the political uncertainty "","" now that Dole has sharply narrowed the gap with Clinton in the polls .",narrowed the is not a named entity .
Geraghty said that the one thing that could completely turn the election around are new findings in the Whitewater scandal that would damage the Clintons .,Geraghty is a/an person entity .
Geraghty said that the one thing that could completely turn the election around are new findings in the Whitewater scandal that would damage the Clintons .,Whitewater is a/an location entity .
Geraghty said that the one thing that could completely turn the election around are new findings in the Whitewater scandal that would damage the Clintons .,Clintons is a/an person entity .
Geraghty said that the one thing that could completely turn the election around are new findings in the Whitewater scandal that would damage the Clintons .,said that the one thing that is not a named entity .
Geraghty said that the one thing that could completely turn the election around are new findings in the Whitewater scandal that would damage the Clintons .,Whitewater scandal that would damage is not a named entity .
Geraghty said that the one thing that could completely turn the election around are new findings in the Whitewater scandal that would damage the Clintons .,one thing that could completely turn the is not a named entity .
Geraghty said that the one thing that could completely turn the election around are new findings in the Whitewater scandal that would damage the Clintons .,turn is not a named entity .
Geraghty said that the one thing that could completely turn the election around are new findings in the Whitewater scandal that would damage the Clintons .,the Whitewater scandal that would damage the is not a named entity .
Geraghty said that the one thing that could completely turn the election around are new findings in the Whitewater scandal that would damage the Clintons .,turn the election around is not a named entity .
""""""""" Stocks are on a delicate edge because if something happens that looks like it could upset the presidency "","" it could throw the political and "","" to some extent the economic "","" process into chaos "","" """""""" Geraghty said .",Geraghty is a/an person entity .
""""""""" Stocks are on a delicate edge because if something happens that looks like it could upset the presidency "","" it could throw the political and "","" to some extent the economic "","" process into chaos "","" """""""" Geraghty said .","the political and "","" is not a named entity ."
""""""""" Stocks are on a delicate edge because if something happens that looks like it could upset the presidency "","" it could throw the political and "","" to some extent the economic "","" process into chaos "","" """""""" Geraghty said .",on a delicate edge because if is not a named entity .
"Right now "","" Wall Street is pondering the candidates .",Wall Street is a/an location entity .
"Right now "","" Wall Street is pondering the candidates .","Right now "","" Wall Street is pondering the is not a named entity ."
"Right now "","" Wall Street is pondering the candidates .","Right now "","" Wall is not a named entity ."
""""""""" We have an election where there are so many unknown variables that most people will probably want to hold fire "","" and even take the chance that they will have to pay higher prices for stocks after the November election "","" than take the risk that a shock to the system will hurt the stock market "","" """""""" Geraghty said .",Geraghty is a/an person entity .
""""""""" We have an election where there are so many unknown variables that most people will probably want to hold fire "","" and even take the chance that they will have to pay higher prices for stocks after the November election "","" than take the risk that a shock to the system will hurt the stock market "","" """""""" Geraghty said .",will probably want is not a named entity .
""""""""" We have an election where there are so many unknown variables that most people will probably want to hold fire "","" and even take the chance that they will have to pay higher prices for stocks after the November election "","" than take the risk that a shock to the system will hurt the stock market "","" """""""" Geraghty said .",many unknown variables that most people is not a named entity .
"On Friday "","" the Dow Jones index closed down 31.44 points at ""5,616.21"" .",Dow Jones is a/an other entity .
"On Friday "","" the Dow Jones index closed down 31.44 points at ""5,616.21"" .",Dow Jones index closed is not a named entity .
"On Friday "","" the Dow Jones index closed down 31.44 points at ""5,616.21"" .",""","" the Dow Jones index closed is not a named entity ."
"The Nasdaq composite index closed 3.53 points lower Friday at ""1,141.50"" .",Nasdaq is a/an other entity .
"The Nasdaq composite index closed 3.53 points lower Friday at ""1,141.50"" .",closed 3.53 points lower Friday at is not a named entity .
"The Nasdaq composite index closed 3.53 points lower Friday at ""1,141.50"" .",index is not a named entity .
"The Standard & Poor 's index of 500 stocks was off 5.41 points at 651.99 "","" down 15.03 points for the week .",Standard & Poor is a/an organization entity .
"The Standard & Poor 's index of 500 stocks was off 5.41 points at 651.99 "","" down 15.03 points for the week .",500 stocks was off 5.41 is not a named entity .
"The Standard & Poor 's index of 500 stocks was off 5.41 points at 651.99 "","" down 15.03 points for the week .","at 651.99 "","" down 15.03 points is not a named entity ."
"The American Stock Exchange index was down 1.66 points at 559.68 "","" and was off 1.26 for the week .",American Stock Exchange is a/an organization entity .
"The American Stock Exchange index was down 1.66 points at 559.68 "","" and was off 1.26 for the week .",off 1.26 for is not a named entity .
"The American Stock Exchange index was down 1.66 points at 559.68 "","" and was off 1.26 for the week .",Stock Exchange index was down 1.66 points at is not a named entity .
Glenn Somerville,Glenn Somerville is a/an person entity .
Glenn Somerville,Glenn is not a named entity .
Glenn Somerville,Somerville is not a named entity .
WASHINGTON 1996-08-30,WASHINGTON is a/an location entity .
WASHINGTON 1996-08-30,WASHINGTON 1996-08-30 is not a named entity .
WASHINGTON 1996-08-30,1996-08-30 is not a named entity .
"Factory orders rose in July and manufacturing surged in the Midwest in August "","" reports said Friday "","" sparking worries about inflation that battered financial markets for a second straight day .",Midwest is a/an location entity .
"Factory orders rose in July and manufacturing surged in the Midwest in August "","" reports said Friday "","" sparking worries about inflation that battered financial markets for a second straight day .",sparking worries about inflation that battered financial markets is not a named entity .
"Factory orders rose in July and manufacturing surged in the Midwest in August "","" reports said Friday "","" sparking worries about inflation that battered financial markets for a second straight day .",in July and is not a named entity .
The Commerce Department said orders for manufactured goods climbed 1.8 percent in July to a seasonally adjusted $ 317.6 billion -- nearly twice the increase that had been expected .,Commerce Department is a/an organization entity .
The Commerce Department said orders for manufactured goods climbed 1.8 percent in July to a seasonally adjusted $ 317.6 billion -- nearly twice the increase that had been expected .,nearly is not a named entity .
The Commerce Department said orders for manufactured goods climbed 1.8 percent in July to a seasonally adjusted $ 317.6 billion -- nearly twice the increase that had been expected .,to a seasonally adjusted $ 317.6 billion is not a named entity .
A separate report from Chicago area purchasing managers underlined the strength in manufacturing as the group 's barometer of manufacturing in the region jumped to 60 in August from 51.2 in July .,Chicago is a/an location entity .
A separate report from Chicago area purchasing managers underlined the strength in manufacturing as the group 's barometer of manufacturing in the region jumped to 60 in August from 51.2 in July .,as the group 's barometer of is not a named entity .
A separate report from Chicago area purchasing managers underlined the strength in manufacturing as the group 's barometer of manufacturing in the region jumped to 60 in August from 51.2 in July .,region jumped is not a named entity .
"While production and orders rose at Midwest area businesses "","" the prices they paid for goods used in manufacturing remained well in check .",Midwest is a/an location entity .
"While production and orders rose at Midwest area businesses "","" the prices they paid for goods used in manufacturing remained well in check .",used in manufacturing remained well in check is not a named entity .
"While production and orders rose at Midwest area businesses "","" the prices they paid for goods used in manufacturing remained well in check .",remained well in check is not a named entity .
"Analysts said the reports implied the economy was not slowing down in the third quarter after a burst of growth in the spring "","" and that the lull in late June and July was more temporary than Federal Reserve policy-makers had wanted .",Federal Reserve is a/an organization entity .
"Analysts said the reports implied the economy was not slowing down in the third quarter after a burst of growth in the spring "","" and that the lull in late June and July was more temporary than Federal Reserve policy-makers had wanted .",after a burst of growth is not a named entity .
"Analysts said the reports implied the economy was not slowing down in the third quarter after a burst of growth in the spring "","" and that the lull in late June and July was more temporary than Federal Reserve policy-makers had wanted .",and July is not a named entity .
""""""""" It appears that August is showing an economy again reversing course and is not moving onto a significantly slower track at this point "","" """""""" said economist Lynn Reaser of Barnett Banks Inc. in Jacksonville "","" Fla .",Lynn Reaser is a/an person entity .
""""""""" It appears that August is showing an economy again reversing course and is not moving onto a significantly slower track at this point "","" """""""" said economist Lynn Reaser of Barnett Banks Inc. in Jacksonville "","" Fla .",Barnett Banks Inc. is a/an organization entity .
""""""""" It appears that August is showing an economy again reversing course and is not moving onto a significantly slower track at this point "","" """""""" said economist Lynn Reaser of Barnett Banks Inc. in Jacksonville "","" Fla .",Jacksonville is a/an location entity .
""""""""" It appears that August is showing an economy again reversing course and is not moving onto a significantly slower track at this point "","" """""""" said economist Lynn Reaser of Barnett Banks Inc. in Jacksonville "","" Fla .",Fla is a/an location entity .
""""""""" It appears that August is showing an economy again reversing course and is not moving onto a significantly slower track at this point "","" """""""" said economist Lynn Reaser of Barnett Banks Inc. in Jacksonville "","" Fla .",and is not moving onto a is not a named entity .
""""""""" It appears that August is showing an economy again reversing course and is not moving onto a significantly slower track at this point "","" """""""" said economist Lynn Reaser of Barnett Banks Inc. in Jacksonville "","" Fla .",showing an is not a named entity .
""""""""" It appears that August is showing an economy again reversing course and is not moving onto a significantly slower track at this point "","" """""""" said economist Lynn Reaser of Barnett Banks Inc. in Jacksonville "","" Fla .","Jacksonville "","" is not a named entity ."
""""""""" It appears that August is showing an economy again reversing course and is not moving onto a significantly slower track at this point "","" """""""" said economist Lynn Reaser of Barnett Banks Inc. in Jacksonville "","" Fla .","track at this point "","" """""""" said economist is not a named entity ."
""""""""" It appears that August is showing an economy again reversing course and is not moving onto a significantly slower track at this point "","" """""""" said economist Lynn Reaser of Barnett Banks Inc. in Jacksonville "","" Fla .",appears that August is showing is not a named entity .
""""""""" It appears that August is showing an economy again reversing course and is not moving onto a significantly slower track at this point "","" """""""" said economist Lynn Reaser of Barnett Banks Inc. in Jacksonville "","" Fla .",at this point is not a named entity .
""""""""" It appears that August is showing an economy again reversing course and is not moving onto a significantly slower track at this point "","" """""""" said economist Lynn Reaser of Barnett Banks Inc. in Jacksonville "","" Fla .",onto a significantly slower track is not a named entity .
""""""""" It appears that August is showing an economy again reversing course and is not moving onto a significantly slower track at this point "","" """""""" said economist Lynn Reaser of Barnett Banks Inc. in Jacksonville "","" Fla .",economist Lynn Reaser of Barnett Banks is not a named entity .
"The reports fanned worries on Wall Street that the Fed "","" the nation 's central bank "","" would raise rates next month in a bid to ward off inflation "","" driving stock and bond prices sharply lower for a second day running .",Wall Street is a/an location entity .
"The reports fanned worries on Wall Street that the Fed "","" the nation 's central bank "","" would raise rates next month in a bid to ward off inflation "","" driving stock and bond prices sharply lower for a second day running .",Fed is a/an organization entity .
"The reports fanned worries on Wall Street that the Fed "","" the nation 's central bank "","" would raise rates next month in a bid to ward off inflation "","" driving stock and bond prices sharply lower for a second day running .",bond prices sharply lower is not a named entity .
"The reports fanned worries on Wall Street that the Fed "","" the nation 's central bank "","" would raise rates next month in a bid to ward off inflation "","" driving stock and bond prices sharply lower for a second day running .",""","" is not a named entity ."
"The reports fanned worries on Wall Street that the Fed "","" the nation 's central bank "","" would raise rates next month in a bid to ward off inflation "","" driving stock and bond prices sharply lower for a second day running .",to ward is not a named entity .
"The reports fanned worries on Wall Street that the Fed "","" the nation 's central bank "","" would raise rates next month in a bid to ward off inflation "","" driving stock and bond prices sharply lower for a second day running .",Wall Street that the is not a named entity .
"The 30-year Treasury fell almost a point "","" raising its yield "","" which moves in the opposite direction from the price "","" to 7.12 percent from 7.04 percent late Thursday .",Treasury is a/an organization entity .
"The 30-year Treasury fell almost a point "","" raising its yield "","" which moves in the opposite direction from the price "","" to 7.12 percent from 7.04 percent late Thursday .",opposite direction from the price is not a named entity .
"The 30-year Treasury fell almost a point "","" raising its yield "","" which moves in the opposite direction from the price "","" to 7.12 percent from 7.04 percent late Thursday .","30-year Treasury fell almost a point "","" raising is not a named entity ."
"The Dow Jones industrial average fell 31.44 points to ""5,616.21"" after a 64.73-point decline Thursday .",Dow Jones is a/an other entity .
"The Dow Jones industrial average fell 31.44 points to ""5,616.21"" after a 64.73-point decline Thursday .",average fell 31.44 points is not a named entity .
"The Dow Jones industrial average fell 31.44 points to ""5,616.21"" after a 64.73-point decline Thursday .","industrial average fell 31.44 points to ""5,616.21"" is not a named entity ."
"A third report from the Commerce Department "","" on July personal income and spending "","" pointed to a potential slowdown in consumer spending that some analysts said may help moderate growth in the second half .",Commerce Department is a/an organization entity .
"A third report from the Commerce Department "","" on July personal income and spending "","" pointed to a potential slowdown in consumer spending that some analysts said may help moderate growth in the second half .",analysts said may help moderate is not a named entity .
"A third report from the Commerce Department "","" on July personal income and spending "","" pointed to a potential slowdown in consumer spending that some analysts said may help moderate growth in the second half .",said may is not a named entity .
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .",Joel Naroff is a/an person entity .
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .",First Union is a/an organization entity .
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .",Philadelphia is a/an location entity .
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .","fuels two-thirds of the nation 's economy "","" is not a named entity ."
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .",economic growth is not a named entity .
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .",half is not a named entity .
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .",First Union bank in is not a named entity .
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .","the first half "","" which is not a named entity ."
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .",should is not a named entity .
""""""""" The FOMC ( Federal Open Market Committee ) has been forecasting a slowing in economic activity and moderating household demand will have a large impact on overall economic growth "","" """""""" Naroff said in a written comment .",FOMC is a/an organization entity .
""""""""" The FOMC ( Federal Open Market Committee ) has been forecasting a slowing in economic activity and moderating household demand will have a large impact on overall economic growth "","" """""""" Naroff said in a written comment .",Federal Open Market Committee is a/an organization entity .
""""""""" The FOMC ( Federal Open Market Committee ) has been forecasting a slowing in economic activity and moderating household demand will have a large impact on overall economic growth "","" """""""" Naroff said in a written comment .",Naroff is a/an person entity .
""""""""" The FOMC ( Federal Open Market Committee ) has been forecasting a slowing in economic activity and moderating household demand will have a large impact on overall economic growth "","" """""""" Naroff said in a written comment .",in a written comment is not a named entity .
""""""""" The FOMC ( Federal Open Market Committee ) has been forecasting a slowing in economic activity and moderating household demand will have a large impact on overall economic growth "","" """""""" Naroff said in a written comment .",Market Committee ) is not a named entity .
""""""""" The FOMC ( Federal Open Market Committee ) has been forecasting a slowing in economic activity and moderating household demand will have a large impact on overall economic growth "","" """""""" Naroff said in a written comment .",has been forecasting a slowing in economic activity is not a named entity .
""""""""" The FOMC ( Federal Open Market Committee ) has been forecasting a slowing in economic activity and moderating household demand will have a large impact on overall economic growth "","" """""""" Naroff said in a written comment .",The FOMC ( Federal Open is not a named entity .
""""""""" The FOMC ( Federal Open Market Committee ) has been forecasting a slowing in economic activity and moderating household demand will have a large impact on overall economic growth "","" """""""" Naroff said in a written comment .",demand will have a large is not a named entity .
""""""""" The FOMC ( Federal Open Market Committee ) has been forecasting a slowing in economic activity and moderating household demand will have a large impact on overall economic growth "","" """""""" Naroff said in a written comment .",said in a written is not a named entity .
The policy-making FOMC is to meet on Sept .,FOMC is a/an organization entity .
The policy-making FOMC is to meet on Sept .,FOMC is to meet on is not a named entity .
The policy-making FOMC is to meet on Sept .,on Sept is not a named entity .
"In an interview on the cable television network CNBC Friday "","" Federal Reserve Governor Lawrence Lindsey said there still were """""""" mixed signals """""""" about the economy 's direction .",CNBC is a/an organization entity .
"In an interview on the cable television network CNBC Friday "","" Federal Reserve Governor Lawrence Lindsey said there still were """""""" mixed signals """""""" about the economy 's direction .",Federal Reserve is a/an organization entity .
"In an interview on the cable television network CNBC Friday "","" Federal Reserve Governor Lawrence Lindsey said there still were """""""" mixed signals """""""" about the economy 's direction .",Lawrence Lindsey is a/an person entity .
"In an interview on the cable television network CNBC Friday "","" Federal Reserve Governor Lawrence Lindsey said there still were """""""" mixed signals """""""" about the economy 's direction .","still were """""""" mixed signals """""""" is not a named entity ."
"In an interview on the cable television network CNBC Friday "","" Federal Reserve Governor Lawrence Lindsey said there still were """""""" mixed signals """""""" about the economy 's direction .","mixed signals """""""" about the economy 's is not a named entity ."
"In an interview on the cable television network CNBC Friday "","" Federal Reserve Governor Lawrence Lindsey said there still were """""""" mixed signals """""""" about the economy 's direction .","were """""""" mixed signals """""""" about the economy is not a named entity ."
"In an interview on the cable television network CNBC Friday "","" Federal Reserve Governor Lawrence Lindsey said there still were """""""" mixed signals """""""" about the economy 's direction .",""","" Federal Reserve is not a named entity ."
"In an interview on the cable television network CNBC Friday "","" Federal Reserve Governor Lawrence Lindsey said there still were """""""" mixed signals """""""" about the economy 's direction .",Reserve Governor Lawrence is not a named entity .
"In an interview on the cable television network CNBC Friday "","" Federal Reserve Governor Lawrence Lindsey said there still were """""""" mixed signals """""""" about the economy 's direction .",television network CNBC is not a named entity .
""""""""" I think that "","" on balance "","" it is looking a little bit on the strong side "","" """""""" Lindsey said .",Lindsey is a/an person entity .
""""""""" I think that "","" on balance "","" it is looking a little bit on the strong side "","" """""""" Lindsey said .",""","" """""""" Lindsey said is not a named entity ."
""""""""" I think that "","" on balance "","" it is looking a little bit on the strong side "","" """""""" Lindsey said .",""""""""" I is not a named entity ."
"The University of Michigan 's August index of consumer sentiment "","" made available on Friday to paying subscribers "","" rose to 95.3 from 94.7 in July .",University of Michigan is a/an organization entity .
"The University of Michigan 's August index of consumer sentiment "","" made available on Friday to paying subscribers "","" rose to 95.3 from 94.7 in July .",University of Michigan 's August index is not a named entity .
"The University of Michigan 's August index of consumer sentiment "","" made available on Friday to paying subscribers "","" rose to 95.3 from 94.7 in July .",made available on Friday to is not a named entity .
Reaser said strong consumer confidence coupled with relatively lean inventories were providing manufacturers with a reason to gear up production .,Reaser is a/an person entity .
Reaser said strong consumer confidence coupled with relatively lean inventories were providing manufacturers with a reason to gear up production .,were providing manufacturers with a reason is not a named entity .
