sentence,prompt
"Foreign Prasong Sunsiri , reaffirming Thailand 's support of the non-nuclear proliferation treaty , said he hoped North and South Korea would be able to reach an accord on the issue through their talks .","non-nuclear is not a named entity, right ? Sure ."
"Foreign Prasong Sunsiri , reaffirming Thailand 's support of the non-nuclear proliferation treaty , said he hoped North and South Korea would be able to reach an accord on the issue through their talks .","'s support of the is not a named entity, right ? Sure ."
"Foreign Prasong Sunsiri , reaffirming Thailand 's support of the non-nuclear proliferation treaty , said he hoped North and South Korea would be able to reach an accord on the issue through their talks .","support of the non-nuclear proliferation treaty , is not a named entity, right ? Sure ."
"Foreign Prasong Sunsiri , reaffirming Thailand 's support of the non-nuclear proliferation treaty , said he hoped North and South Korea would be able to reach an accord on the issue through their talks .","the issue through their talks is not a named entity, right ? Sure ."
"Foreign Prasong Sunsiri , reaffirming Thailand 's support of the non-nuclear proliferation treaty , said he hoped North and South Korea would be able to reach an accord on the issue through their talks .","be able to is not a named entity, right ? Sure ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","10 miles is an other entity , right ? Yes ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","Lacamas Lake is a location entity , right ? Yes ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","Camas is a location entity , right ? Yes ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","Wash. is a location entity , right ? Yes ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","Chris Jonientz-Trisler is a person entity , right ? Yes ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","University of Washington Seismology Lab. is an organization entity , right ? Yes ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","analyst at the is not a named entity, right ? Sure ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","scale and is not a named entity, right ? Sure ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","The temblor is not a named entity, right ? Sure ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","said Chris is not a named entity, right ? Sure ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","below the Lacamas is not a named entity, right ? Sure ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","Wash. , said Chris is not a named entity, right ? Sure ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","Chris Jonientz-Trisler , seismic analyst is not a named entity, right ? Sure ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.",", is not a named entity, right ? Sure ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","was centered 10 miles below the is not a named entity, right ? Sure ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","temblor measured 3.9 on the Richter scale and is not a named entity, right ? Sure ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","was is not a named entity, right ? Sure ."
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.","area , just northeast of Camas , Wash. is not a named entity, right ? Sure ."
"Likewise in Miami 's Dade County , the teacher union and superintendent have stopped fighting and started cooperating to devise a reform plan .","Miami is a location entity , right ? Yes ."
"Likewise in Miami 's Dade County , the teacher union and superintendent have stopped fighting and started cooperating to devise a reform plan .","Dade County is a location entity , right ? Yes ."
"Likewise in Miami 's Dade County , the teacher union and superintendent have stopped fighting and started cooperating to devise a reform plan .","Miami 's Dade County , is not a named entity, right ? Sure ."
"Likewise in Miami 's Dade County , the teacher union and superintendent have stopped fighting and started cooperating to devise a reform plan .","fighting and started cooperating to devise is not a named entity, right ? Sure ."
"Likewise in Miami 's Dade County , the teacher union and superintendent have stopped fighting and started cooperating to devise a reform plan .","have stopped fighting and is not a named entity, right ? Sure ."
"Likewise in Miami 's Dade County , the teacher union and superintendent have stopped fighting and started cooperating to devise a reform plan .","Dade County , is not a named entity, right ? Sure ."
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7","Buenos Aires is a location entity , right ? Yes ."
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7","CLARIN is an organization entity , right ? Yes ."
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7","10 Apr 94 is an other entity , right ? Yes ."
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7","p 6 is not a named entity, right ? Sure ."
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7","Supplement p 6 , is not a named entity, right ? Sure ."
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7","6 , is not a named entity, right ? Sure ."
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7","in Spanish is not a named entity, right ? Sure ."
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7","10 Apr is not a named entity, right ? Sure ."
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7","10 Apr 94 Economic is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","Russia is a location entity , right ? Yes ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","Japan is a location entity , right ? Yes ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","Poland is a location entity , right ? Yes ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","U.S. is a location entity , right ? Yes ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","South Korea is a location entity , right ? Yes ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","PRC is a location entity , right ? Yes ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","Washington is a location entity , right ? Yes ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","Alaska is a location entity , right ? Yes ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","Bering Sea is a location entity , right ? Yes ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","Washington to regulate Alaska is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","an agreement in the U.S. capital of Washington is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","Text ) is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .",", and the PRC recently signed an agreement is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","an agreement is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .",", Poland , U.S. , South Korea is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","of Washington to regulate Alaska pollock is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","of is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","the central part of the is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","from Russia , Japan , Poland is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","the U.S. capital of Washington to is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","Alaska pollock fishing in the central is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .",") Representatives from Russia , is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","signed an agreement is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .","in is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .",", Poland , U.S. , is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .",", Japan , Poland , U.S. , South is not a named entity, right ? Sure ."
"( Text ) Representatives from Russia , Japan , Poland , U.S. , South Korea , and the PRC recently signed an agreement in the U.S. capital of Washington to regulate Alaska pollock fishing in the central part of the Bering Sea .",") Representatives from Russia , Japan , Poland is not a named entity, right ? Sure ."
"The summary also concluded that Sirhan , who is serving a life sentence at Soledad Prison for the killing , was sane and was not under the influence of alcohol when he shot Kennedy moments after he had claimed victory in the California Democratic presidential primary .","Sirhan is a person entity , right ? Yes ."
"The summary also concluded that Sirhan , who is serving a life sentence at Soledad Prison for the killing , was sane and was not under the influence of alcohol when he shot Kennedy moments after he had claimed victory in the California Democratic presidential primary .","Soledad Prison is an organization entity , right ? Yes ."
"The summary also concluded that Sirhan , who is serving a life sentence at Soledad Prison for the killing , was sane and was not under the influence of alcohol when he shot Kennedy moments after he had claimed victory in the California Democratic presidential primary .","Kennedy is a person entity , right ? Yes ."
"The summary also concluded that Sirhan , who is serving a life sentence at Soledad Prison for the killing , was sane and was not under the influence of alcohol when he shot Kennedy moments after he had claimed victory in the California Democratic presidential primary .","California is a location entity , right ? Yes ."
"The summary also concluded that Sirhan , who is serving a life sentence at Soledad Prison for the killing , was sane and was not under the influence of alcohol when he shot Kennedy moments after he had claimed victory in the California Democratic presidential primary .","had claimed victory in the California Democratic is not a named entity, right ? Sure ."
"The summary also concluded that Sirhan , who is serving a life sentence at Soledad Prison for the killing , was sane and was not under the influence of alcohol when he shot Kennedy moments after he had claimed victory in the California Democratic presidential primary .","he had claimed victory in the California is not a named entity, right ? Sure ."
"The summary also concluded that Sirhan , who is serving a life sentence at Soledad Prison for the killing , was sane and was not under the influence of alcohol when he shot Kennedy moments after he had claimed victory in the California Democratic presidential primary .","is serving a life sentence at is not a named entity, right ? Sure ."
"The summary also concluded that Sirhan , who is serving a life sentence at Soledad Prison for the killing , was sane and was not under the influence of alcohol when he shot Kennedy moments after he had claimed victory in the California Democratic presidential primary .","killing , was sane and is not a named entity, right ? Sure ."
"The summary also concluded that Sirhan , who is serving a life sentence at Soledad Prison for the killing , was sane and was not under the influence of alcohol when he shot Kennedy moments after he had claimed victory in the California Democratic presidential primary .","victory in the California is not a named entity, right ? Sure ."
"The summary also concluded that Sirhan , who is serving a life sentence at Soledad Prison for the killing , was sane and was not under the influence of alcohol when he shot Kennedy moments after he had claimed victory in the California Democratic presidential primary .","who is serving a life is not a named entity, right ? Sure ."
"The summary also concluded that Sirhan , who is serving a life sentence at Soledad Prison for the killing , was sane and was not under the influence of alcohol when he shot Kennedy moments after he had claimed victory in the California Democratic presidential primary .","victory in the California Democratic presidential primary is not a named entity, right ? Sure ."
"The summary also concluded that Sirhan , who is serving a life sentence at Soledad Prison for the killing , was sane and was not under the influence of alcohol when he shot Kennedy moments after he had claimed victory in the California Democratic presidential primary .","in the California is not a named entity, right ? Sure ."
"In 1809 , author Edgar Allan Poe was born in Boston .","Edgar Allan Poe is a person entity , right ? Yes ."
"In 1809 , author Edgar Allan Poe was born in Boston .","Boston is a location entity , right ? Yes ."
"In 1809 , author Edgar Allan Poe was born in Boston .","Poe was born is not a named entity, right ? Sure ."
"In 1809 , author Edgar Allan Poe was born in Boston .","Allan Poe was born in is not a named entity, right ? Sure ."
"In 1809 , author Edgar Allan Poe was born in Boston .",", author Edgar Allan Poe was born is not a named entity, right ? Sure ."
"In 1809 , author Edgar Allan Poe was born in Boston .","was is not a named entity, right ? Sure ."
"Sirhan Sirhan , a Jordanian immigrant , was convicted of murdering Kennedy and is serving a life term at Soledad Prison .","Sirhan Sirhan is a person entity , right ? Yes ."
"Sirhan Sirhan , a Jordanian immigrant , was convicted of murdering Kennedy and is serving a life term at Soledad Prison .","Kennedy is a person entity , right ? Yes ."
"Sirhan Sirhan , a Jordanian immigrant , was convicted of murdering Kennedy and is serving a life term at Soledad Prison .","Soledad is a location entity , right ? Yes ."
"Sirhan Sirhan , a Jordanian immigrant , was convicted of murdering Kennedy and is serving a life term at Soledad Prison .","Sirhan , a Jordanian immigrant , was is not a named entity, right ? Sure ."
"Sirhan Sirhan , a Jordanian immigrant , was convicted of murdering Kennedy and is serving a life term at Soledad Prison .","a Jordanian immigrant , is not a named entity, right ? Sure ."
"Sirhan Sirhan , a Jordanian immigrant , was convicted of murdering Kennedy and is serving a life term at Soledad Prison .","term at Soledad Prison . is not a named entity, right ? Sure ."
"Sirhan Sirhan , a Jordanian immigrant , was convicted of murdering Kennedy and is serving a life term at Soledad Prison .","serving a life term at Soledad Prison is not a named entity, right ? Sure ."
"Sirhan Sirhan , a Jordanian immigrant , was convicted of murdering Kennedy and is serving a life term at Soledad Prison .",", was convicted of is not a named entity, right ? Sure ."
"Sirhan Sirhan , a Jordanian immigrant , was convicted of murdering Kennedy and is serving a life term at Soledad Prison .","Kennedy and is is not a named entity, right ? Sure ."
"London THE SUNDAY TIMES 30 Jan 94 pp 1 , 15--FOR OFFICIAL USE ONLY","London is a location entity , right ? Yes ."
"London THE SUNDAY TIMES 30 Jan 94 pp 1 , 15--FOR OFFICIAL USE ONLY","THE SUNDAY TIMES is an organization entity , right ? Yes ."
"London THE SUNDAY TIMES 30 Jan 94 pp 1 , 15--FOR OFFICIAL USE ONLY","30 Jan 94 is an other entity , right ? Yes ."
"London THE SUNDAY TIMES 30 Jan 94 pp 1 , 15--FOR OFFICIAL USE ONLY","London THE SUNDAY TIMES 30 Jan 94 is not a named entity, right ? Sure ."
"London THE SUNDAY TIMES 30 Jan 94 pp 1 , 15--FOR OFFICIAL USE ONLY","15--FOR OFFICIAL USE is not a named entity, right ? Sure ."
"London THE SUNDAY TIMES 30 Jan 94 pp 1 , 15--FOR OFFICIAL USE ONLY","SUNDAY TIMES 30 is not a named entity, right ? Sure ."
"London THE SUNDAY TIMES 30 Jan 94 pp 1 , 15--FOR OFFICIAL USE ONLY","THE SUNDAY TIMES 30 Jan 94 pp 1 is not a named entity, right ? Sure ."
"London THE SUNDAY TIMES 30 Jan 94 pp 1 , 15--FOR OFFICIAL USE ONLY","94 is not a named entity, right ? Sure ."
"London THE SUNDAY TIMES 30 Jan 94 pp 1 , 15--FOR OFFICIAL USE ONLY","THE SUNDAY TIMES 30 Jan is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","Booth is a person entity , right ? Yes ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","Lincoln is a person entity , right ? Yes ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","Ford is an other entity , right ? Yes ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","Theatre is an other entity , right ? Yes ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","Washington , D.C. is a location entity , right ? Yes ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","April is an other entity , right ? Yes ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","Gen. Robert E. Lee is a person entity , right ? Yes ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","Appomattox is an other entity , right ? Yes ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","performance is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","'s Theatre is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","during a performance at Ford 's is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","days after Gen. Robert E. Lee 's is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","in Washington , D.C. , on April is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","a performance at Ford is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","Washington , D.C. , on April 14 is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","an underground is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .",", on April 14 , is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","at Ford 's Theatre in is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","after shooting Lincoln during a performance at is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .",", 1865 , is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","in is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","D.C. , on April 14 , is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","Theatre in Washington , D.C. , on is not a named entity, right ? Sure ."
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","also used an underground intelligence network for his is not a named entity, right ? Sure ."
""" I accordingly declare Mr Nelson Rohihlahla Mandela duly elected as the president of the Republic of South Africa . ""","Mr Nelson Rohihlahla Mandela is a person entity , right ? Yes ."
""" I accordingly declare Mr Nelson Rohihlahla Mandela duly elected as the president of the Republic of South Africa . ""","Republic of South Africa is a location entity , right ? Yes ."
""" I accordingly declare Mr Nelson Rohihlahla Mandela duly elected as the president of the Republic of South Africa . """,""" is not a named entity, right ? Sure ."
""" I accordingly declare Mr Nelson Rohihlahla Mandela duly elected as the president of the Republic of South Africa . ""","Nelson Rohihlahla Mandela duly is not a named entity, right ? Sure ."
""" I accordingly declare Mr Nelson Rohihlahla Mandela duly elected as the president of the Republic of South Africa . """,""" I accordingly declare Mr Nelson Rohihlahla Mandela is not a named entity, right ? Sure ."
""" I accordingly declare Mr Nelson Rohihlahla Mandela duly elected as the president of the Republic of South Africa . ""","president of the Republic is not a named entity, right ? Sure ."
"In 1872 , the 30th U.S. president , Calvin Coolidge , was born in Plymouth , Vt .","U.S. is a location entity , right ? Yes ."
"In 1872 , the 30th U.S. president , Calvin Coolidge , was born in Plymouth , Vt .","Calvin Coolidge is a person entity , right ? Yes ."
"In 1872 , the 30th U.S. president , Calvin Coolidge , was born in Plymouth , Vt .","Plymouth , Vt is a location entity , right ? Yes ."
"In 1872 , the 30th U.S. president , Calvin Coolidge , was born in Plymouth , Vt .","born in Plymouth , Vt . is not a named entity, right ? Sure ."
"In 1872 , the 30th U.S. president , Calvin Coolidge , was born in Plymouth , Vt .",", was born in Plymouth , is not a named entity, right ? Sure ."
"In 1872 , the 30th U.S. president , Calvin Coolidge , was born in Plymouth , Vt .","born is not a named entity, right ? Sure ."
"In 1872 , the 30th U.S. president , Calvin Coolidge , was born in Plymouth , Vt .","the 30th U.S. is not a named entity, right ? Sure ."
"In 1872 , the 30th U.S. president , Calvin Coolidge , was born in Plymouth , Vt .","1872 is not a named entity, right ? Sure ."
"In 1872 , the 30th U.S. president , Calvin Coolidge , was born in Plymouth , Vt .","1872 , the 30th U.S. president , Calvin is not a named entity, right ? Sure ."
"` ` We 've evacuated everybody , ' ' said Conoco Inc. spokesman Michael O 'Connor.","Conoco Inc. is an organization entity , right ? Yes ."
"` ` We 've evacuated everybody , ' ' said Conoco Inc. spokesman Michael O 'Connor.","Michael O 'Connor. is a person entity , right ? Yes ."
"` ` We 've evacuated everybody , ' ' said Conoco Inc. spokesman Michael O 'Connor.","'ve evacuated everybody is not a named entity, right ? Sure ."
"` ` We 've evacuated everybody , ' ' said Conoco Inc. spokesman Michael O 'Connor.","' ' said is not a named entity, right ? Sure ."
"` ` We 've evacuated everybody , ' ' said Conoco Inc. spokesman Michael O 'Connor.","everybody is not a named entity, right ? Sure ."
"` ` We 've evacuated everybody , ' ' said Conoco Inc. spokesman Michael O 'Connor.","'ve evacuated everybody , ' ' is not a named entity, right ? Sure ."
