sentence,prompt
12. Giovanna Troldi ( Italy ) 38.285,38.285 is not a named entity .
12. Giovanna Troldi ( Italy ) 38.285,( Italy ) 38.285 is not a named entity .
Shrewsbury 4 2 1 1 6 6 7,Shrewsbury is an organization entity .
Shrewsbury 4 2 1 1 6 6 7,2 1 1 is not a named entity .
Shrewsbury 4 2 1 1 6 6 7,2 1 1 6 is not a named entity .
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .",Israel is a location entity .
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .",Hizbollah is an organization entity .
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .",Lebanon is a location entity .
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .",Israeli is an other entity .
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .",Islamic is an other entity .
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .","group "","" the Israeli army is not a named entity ."
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .",discuss an Israeli complaint against is not a named entity .
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .",against is not a named entity .
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .",the Islamic group is not a named entity .
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .",. is not a named entity .
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .",Israeli army said . is not a named entity .
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .",discuss an Israeli is not a named entity .
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .",discuss an Israeli complaint against the Islamic is not a named entity .
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .",meet in south is not a named entity .
"A committee monitoring the ceasefire agreement between Israel and Hizbollah guerrillas will meet in south Lebanon on Sunday to discuss an Israeli complaint against the Islamic group "","" the Israeli army said .",Israeli complaint against is not a named entity .
""""""""" He has a devastating sinker "","" """""""" observed Reds manager Ray Knight . """"""""",Reds is an organization entity .
""""""""" He has a devastating sinker "","" """""""" observed Reds manager Ray Knight . """"""""",Ray Knight is a person entity .
""""""""" He has a devastating sinker "","" """""""" observed Reds manager Ray Knight . """"""""","Knight . """""""" is not a named entity ."
""""""""" He has a devastating sinker "","" """""""" observed Reds manager Ray Knight . """"""""",manager Ray is not a named entity .
""""""""" He has a devastating sinker "","" """""""" observed Reds manager Ray Knight . """"""""","sinker "","" """""""" observed is not a named entity ."
""""""""" He has a devastating sinker "","" """""""" observed Reds manager Ray Knight . """"""""","He has a devastating sinker "","" """""""" is not a named entity ."
M. Waugh c and b Jayasuriya 50,M. Waugh is a person entity .
M. Waugh c and b Jayasuriya 50,Jayasuriya is a person entity .
M. Waugh c and b Jayasuriya 50,c and b is not a named entity .
M. Waugh c and b Jayasuriya 50,M. Waugh c and is not a named entity .
M. Waugh c and b Jayasuriya 50,Jayasuriya 50 is not a named entity .
M. Waugh c and b Jayasuriya 50,c is not a named entity .
"TOFTIR "","" Faroe Islands 1996-08-31",TOFTIR is a location entity .
"TOFTIR "","" Faroe Islands 1996-08-31",Faroe Islands is a location entity .
"TOFTIR "","" Faroe Islands 1996-08-31","TOFTIR "","" Faroe Islands is not a named entity ."
"TOFTIR "","" Faroe Islands 1996-08-31",""","" Faroe Islands 1996-08-31 is not a named entity ."
"TOFTIR "","" Faroe Islands 1996-08-31",Faroe Islands 1996-08-31 is not a named entity .
"TOFTIR "","" Faroe Islands 1996-08-31",""","" Faroe is not a named entity ."
1. Svetlana Masterkova ( Russia ) four minutes 6.87 seconds,Svetlana Masterkova is a person entity .
1. Svetlana Masterkova ( Russia ) four minutes 6.87 seconds,Russia is a location entity .
1. Svetlana Masterkova ( Russia ) four minutes 6.87 seconds,Masterkova ( Russia ) four minutes 6.87 is not a named entity .
1. Svetlana Masterkova ( Russia ) four minutes 6.87 seconds,Russia ) four minutes 6.87 is not a named entity .
1. Svetlana Masterkova ( Russia ) four minutes 6.87 seconds,Masterkova ( Russia ) four minutes 6.87 seconds is not a named entity .
1. Svetlana Masterkova ( Russia ) four minutes 6.87 seconds,minutes 6.87 seconds is not a named entity .
Two die in Algeria restaurant blast - radio .,Algeria is a location entity .
Two die in Algeria restaurant blast - radio .,Two die in Algeria restaurant is not a named entity .
Two die in Algeria restaurant blast - radio .,Two die in Algeria is not a named entity .
"Lebed "","" Chechens sign framework political deal .",Lebed is a person entity .
"Lebed "","" Chechens sign framework political deal .",Chechens is an other entity .
"Lebed "","" Chechens sign framework political deal .",deal is not a named entity .
"Lebed "","" Chechens sign framework political deal .",political deal is not a named entity .
"Lebed "","" Chechens sign framework political deal .",framework political deal is not a named entity .
"Lebed "","" Chechens sign framework political deal .",Chechens sign is not a named entity .
BAGHDAD 1996-08-31,BAGHDAD is a location entity .
BAGHDAD 1996-08-31,BAGHDAD 1996-08-31 is not a named entity .
BAGHDAD 1996-08-31,1996-08-31 is not a named entity .
Fire destroys restaurant in Bahraini village .,Bahraini is a location entity .
Fire destroys restaurant in Bahraini village .,village is not a named entity .
Fire destroys restaurant in Bahraini village .,Fire destroys restaurant in Bahraini village . is not a named entity .
U.N. relief officials said they were not aware that the tanks advancing on Arbil were manned by Iraqi troops as they advanced from KDP-controlled areas and raised KDP flags .,U.N. is an organization entity .
U.N. relief officials said they were not aware that the tanks advancing on Arbil were manned by Iraqi troops as they advanced from KDP-controlled areas and raised KDP flags .,Arbil is a location entity .
U.N. relief officials said they were not aware that the tanks advancing on Arbil were manned by Iraqi troops as they advanced from KDP-controlled areas and raised KDP flags .,Iraqi is an other entity .
U.N. relief officials said they were not aware that the tanks advancing on Arbil were manned by Iraqi troops as they advanced from KDP-controlled areas and raised KDP flags .,KDP is an organization entity .
U.N. relief officials said they were not aware that the tanks advancing on Arbil were manned by Iraqi troops as they advanced from KDP-controlled areas and raised KDP flags .,tanks advancing on is not a named entity .
U.N. relief officials said they were not aware that the tanks advancing on Arbil were manned by Iraqi troops as they advanced from KDP-controlled areas and raised KDP flags .,were not aware that the tanks is not a named entity .
U.N. relief officials said they were not aware that the tanks advancing on Arbil were manned by Iraqi troops as they advanced from KDP-controlled areas and raised KDP flags .,relief is not a named entity .
U.N. relief officials said they were not aware that the tanks advancing on Arbil were manned by Iraqi troops as they advanced from KDP-controlled areas and raised KDP flags .,areas and is not a named entity .
U.N. relief officials said they were not aware that the tanks advancing on Arbil were manned by Iraqi troops as they advanced from KDP-controlled areas and raised KDP flags .,Arbil were manned by Iraqi troops is not a named entity .
U.N. relief officials said they were not aware that the tanks advancing on Arbil were manned by Iraqi troops as they advanced from KDP-controlled areas and raised KDP flags .,officials said they were not is not a named entity .
U.N. relief officials said they were not aware that the tanks advancing on Arbil were manned by Iraqi troops as they advanced from KDP-controlled areas and raised KDP flags .,they were is not a named entity .
U.N. relief officials said they were not aware that the tanks advancing on Arbil were manned by Iraqi troops as they advanced from KDP-controlled areas and raised KDP flags .,advanced from KDP-controlled areas and raised KDP flags is not a named entity .
Wigan 42 Bradford Bulls 36,Wigan is an organization entity .
Wigan 42 Bradford Bulls 36,Bradford Bulls is an organization entity .
Wigan 42 Bradford Bulls 36,Wigan 42 is not a named entity .
Wigan 42 Bradford Bulls 36,42 Bradford Bulls 36 is not a named entity .
Wigan 42 Bradford Bulls 36,Bulls 36 is not a named entity .
Wigan 42 Bradford Bulls 36,36 is not a named entity .
"10. Gil de Ferran ( Brazil ) "","" Reynard Honda "","" 54.774",Gil de Ferran is a person entity .
"10. Gil de Ferran ( Brazil ) "","" Reynard Honda "","" 54.774",Brazil is a location entity .
"10. Gil de Ferran ( Brazil ) "","" Reynard Honda "","" 54.774",Reynard Honda is an organization entity .
"10. Gil de Ferran ( Brazil ) "","" Reynard Honda "","" 54.774",Brazil ) is not a named entity .
"10. Gil de Ferran ( Brazil ) "","" Reynard Honda "","" 54.774",10. Gil de Ferran ( Brazil ) is not a named entity .
"10. Gil de Ferran ( Brazil ) "","" Reynard Honda "","" 54.774",""","" Reynard is not a named entity ."
"10. Gil de Ferran ( Brazil ) "","" Reynard Honda "","" 54.774",Gil de Ferran ( is not a named entity .
"10. Gil de Ferran ( Brazil ) "","" Reynard Honda "","" 54.774","( Brazil ) "","" Reynard is not a named entity ."
"10. Gil de Ferran ( Brazil ) "","" Reynard Honda "","" 54.774",10. Gil de Ferran is not a named entity .
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .",Stefan Edberg is a person entity .
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .",U.S. Open is an other entity .
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .",Bernd Karbacher is a person entity .
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .",""","" trailing and is not a named entity ."
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .","Karbacher "","" trailing and hurting "","" quit is not a named entity ."
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .",in the is not a named entity .
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .",match Friday . is not a named entity .
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .","go quietly in the night "","" is not a named entity ."
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .",Edberg is not a named entity .
Fights and shooting broke out between the Moslems and Serb police on Thursday and NATO troops finally brought restored order .,Moslems is an other entity .
Fights and shooting broke out between the Moslems and Serb police on Thursday and NATO troops finally brought restored order .,Serb is an other entity .
Fights and shooting broke out between the Moslems and Serb police on Thursday and NATO troops finally brought restored order .,NATO is an organization entity .
Fights and shooting broke out between the Moslems and Serb police on Thursday and NATO troops finally brought restored order .,Thursday and NATO troops finally brought restored is not a named entity .
Fights and shooting broke out between the Moslems and Serb police on Thursday and NATO troops finally brought restored order .,. is not a named entity .
Fights and shooting broke out between the Moslems and Serb police on Thursday and NATO troops finally brought restored order .,out between is not a named entity .
Fights and shooting broke out between the Moslems and Serb police on Thursday and NATO troops finally brought restored order .,and NATO troops finally brought is not a named entity .
Fights and shooting broke out between the Moslems and Serb police on Thursday and NATO troops finally brought restored order .,between the Moslems and Serb police is not a named entity .
Fights and shooting broke out between the Moslems and Serb police on Thursday and NATO troops finally brought restored order .,and NATO is not a named entity .
SOCCER - KLINSMANN TO RETIRE AFTER 1998 WORLD CUP .,KLINSMANN is a person entity .
SOCCER - KLINSMANN TO RETIRE AFTER 1998 WORLD CUP .,1998 WORLD CUP is an other entity .
SOCCER - KLINSMANN TO RETIRE AFTER 1998 WORLD CUP .,1998 WORLD CUP . is not a named entity .
SOCCER - KLINSMANN TO RETIRE AFTER 1998 WORLD CUP .,SOCCER - KLINSMANN is not a named entity .
SOCCER - KLINSMANN TO RETIRE AFTER 1998 WORLD CUP .,- KLINSMANN TO RETIRE AFTER is not a named entity .
SOCCER - KLINSMANN TO RETIRE AFTER 1998 WORLD CUP .,1998 is not a named entity .
TORONTO 63 72 .467 12 1/2,TORONTO is an organization entity .
TORONTO 63 72 .467 12 1/2,TORONTO 63 72 .467 is not a named entity .
TORONTO 63 72 .467 12 1/2,.467 12 is not a named entity .
"During Rosati 's trip the two countries will sign an agreement on mutual protection of investments and a note easing conditions on the granting of visas "","" the agency quoted Foreign Ministry officials as saying .",Rosati is a person entity .
"During Rosati 's trip the two countries will sign an agreement on mutual protection of investments and a note easing conditions on the granting of visas "","" the agency quoted Foreign Ministry officials as saying .",Foreign Ministry is an organization entity .
"During Rosati 's trip the two countries will sign an agreement on mutual protection of investments and a note easing conditions on the granting of visas "","" the agency quoted Foreign Ministry officials as saying .",""","" the agency quoted Foreign Ministry officials is not a named entity ."
"During Rosati 's trip the two countries will sign an agreement on mutual protection of investments and a note easing conditions on the granting of visas "","" the agency quoted Foreign Ministry officials as saying .",a note easing is not a named entity .
"During Rosati 's trip the two countries will sign an agreement on mutual protection of investments and a note easing conditions on the granting of visas "","" the agency quoted Foreign Ministry officials as saying .",""","" is not a named entity ."
"During Rosati 's trip the two countries will sign an agreement on mutual protection of investments and a note easing conditions on the granting of visas "","" the agency quoted Foreign Ministry officials as saying .",easing conditions on the granting of is not a named entity .
"The shares rose 0.2 percent to ""2,555"" lire by 1350 GMT in an easier Milan stock market .",GMT is an other entity .
"The shares rose 0.2 percent to ""2,555"" lire by 1350 GMT in an easier Milan stock market .",Milan is a location entity .
"The shares rose 0.2 percent to ""2,555"" lire by 1350 GMT in an easier Milan stock market .",The is not a named entity .
"The shares rose 0.2 percent to ""2,555"" lire by 1350 GMT in an easier Milan stock market .",by 1350 GMT in an easier Milan is not a named entity .
"The shares rose 0.2 percent to ""2,555"" lire by 1350 GMT in an easier Milan stock market .",lire by 1350 GMT in an is not a named entity .
"The shares rose 0.2 percent to ""2,555"" lire by 1350 GMT in an easier Milan stock market .",Milan stock market . is not a named entity .
S. Waugh b Muralitharan 22,S. Waugh is a person entity .
S. Waugh b Muralitharan 22,Muralitharan is a person entity .
S. Waugh b Muralitharan 22,Waugh b Muralitharan is not a named entity .
S. Waugh b Muralitharan 22,Waugh is not a named entity .
S. Waugh b Muralitharan 22,b is not a named entity .
S. Waugh b Muralitharan 22,b Muralitharan 22 is not a named entity .
"The dead were all Russians and Ukrainians "","" coming to work in the mining towns of Barentsburg and Pyramiden .",Russians is an other entity .
"The dead were all Russians and Ukrainians "","" coming to work in the mining towns of Barentsburg and Pyramiden .",Ukrainians is an other entity .
"The dead were all Russians and Ukrainians "","" coming to work in the mining towns of Barentsburg and Pyramiden .",Barentsburg is a location entity .
"The dead were all Russians and Ukrainians "","" coming to work in the mining towns of Barentsburg and Pyramiden .",Pyramiden is a location entity .
"The dead were all Russians and Ukrainians "","" coming to work in the mining towns of Barentsburg and Pyramiden .",and Ukrainians is not a named entity .
"The dead were all Russians and Ukrainians "","" coming to work in the mining towns of Barentsburg and Pyramiden .",Russians and Ukrainians is not a named entity .
"The dead were all Russians and Ukrainians "","" coming to work in the mining towns of Barentsburg and Pyramiden .",the mining towns of Barentsburg and Pyramiden . is not a named entity .
"The dead were all Russians and Ukrainians "","" coming to work in the mining towns of Barentsburg and Pyramiden .",the is not a named entity .
"The dead were all Russians and Ukrainians "","" coming to work in the mining towns of Barentsburg and Pyramiden .","all Russians and Ukrainians "","" coming is not a named entity ."
"The dead were all Russians and Ukrainians "","" coming to work in the mining towns of Barentsburg and Pyramiden .",to work in is not a named entity .
"The dead were all Russians and Ukrainians "","" coming to work in the mining towns of Barentsburg and Pyramiden .",work in the is not a named entity .
"The dead were all Russians and Ukrainians "","" coming to work in the mining towns of Barentsburg and Pyramiden .",Russians and is not a named entity .
Under English law the maximum sentence for hijack is life imprisonment but there has been widespread speculation that the seven will receive lesser sentences .,English is an other entity .
Under English law the maximum sentence for hijack is life imprisonment but there has been widespread speculation that the seven will receive lesser sentences .,imprisonment but there is not a named entity .
Under English law the maximum sentence for hijack is life imprisonment but there has been widespread speculation that the seven will receive lesser sentences .,life is not a named entity .
Their court appearance means they will face trial and possible imprisonment in Britain before their applications for asylum are considered .,Britain is a location entity .
Their court appearance means they will face trial and possible imprisonment in Britain before their applications for asylum are considered .,possible imprisonment in Britain before is not a named entity .
Their court appearance means they will face trial and possible imprisonment in Britain before their applications for asylum are considered .,appearance means they will face trial is not a named entity .
JAKARTA POST,JAKARTA POST is an organization entity .
JAKARTA POST,JAKARTA is not a named entity .
JAKARTA POST,POST is not a named entity .
Armenia and Portugal drew 0-0 in a World Cup soccer European group 9 qualifier on Saturday .,Armenia is a location entity .
Armenia and Portugal drew 0-0 in a World Cup soccer European group 9 qualifier on Saturday .,Portugal is a location entity .
Armenia and Portugal drew 0-0 in a World Cup soccer European group 9 qualifier on Saturday .,World Cup is an other entity .
Armenia and Portugal drew 0-0 in a World Cup soccer European group 9 qualifier on Saturday .,European is an other entity .
Armenia and Portugal drew 0-0 in a World Cup soccer European group 9 qualifier on Saturday .,soccer European is not a named entity .
Armenia and Portugal drew 0-0 in a World Cup soccer European group 9 qualifier on Saturday .,9 qualifier on Saturday is not a named entity .
Armenia and Portugal drew 0-0 in a World Cup soccer European group 9 qualifier on Saturday .,drew 0-0 is not a named entity .
Armenia and Portugal drew 0-0 in a World Cup soccer European group 9 qualifier on Saturday .,Cup soccer is not a named entity .
Armenia and Portugal drew 0-0 in a World Cup soccer European group 9 qualifier on Saturday .,in a World Cup soccer European group 9 is not a named entity .
Armenia and Portugal drew 0-0 in a World Cup soccer European group 9 qualifier on Saturday .,soccer European group is not a named entity .
Armenia and Portugal drew 0-0 in a World Cup soccer European group 9 qualifier on Saturday .,soccer is not a named entity .
Armenia and Portugal drew 0-0 in a World Cup soccer European group 9 qualifier on Saturday .,and Portugal drew 0-0 in a World Cup is not a named entity .
8. Sally Barsosio ( Kenya ) 15:14.34,Sally Barsosio is a person entity .
8. Sally Barsosio ( Kenya ) 15:14.34,Kenya is a location entity .
8. Sally Barsosio ( Kenya ) 15:14.34,8. is not a named entity .
8. Sally Barsosio ( Kenya ) 15:14.34,Sally Barsosio ( is not a named entity .
8. Sally Barsosio ( Kenya ) 15:14.34,Sally Barsosio ( Kenya ) is not a named entity .
8. Sally Barsosio ( Kenya ) 15:14.34,8. Sally Barsosio is not a named entity .
More than 960 people have been killed in the armed struggle the Gama'a launched in 1992 to topple President Hosni Mubarak 's government and establish a purist Islamic state in its place,Gama'a is an other entity .
More than 960 people have been killed in the armed struggle the Gama'a launched in 1992 to topple President Hosni Mubarak 's government and establish a purist Islamic state in its place,Hosni Mubarak is a person entity .
More than 960 people have been killed in the armed struggle the Gama'a launched in 1992 to topple President Hosni Mubarak 's government and establish a purist Islamic state in its place,Islamic is an other entity .
More than 960 people have been killed in the armed struggle the Gama'a launched in 1992 to topple President Hosni Mubarak 's government and establish a purist Islamic state in its place,'s government and establish a is not a named entity .
More than 960 people have been killed in the armed struggle the Gama'a launched in 1992 to topple President Hosni Mubarak 's government and establish a purist Islamic state in its place,in 1992 to topple President Hosni Mubarak is not a named entity .
More than 960 people have been killed in the armed struggle the Gama'a launched in 1992 to topple President Hosni Mubarak 's government and establish a purist Islamic state in its place,purist Islamic state in its place is not a named entity .
More than 960 people have been killed in the armed struggle the Gama'a launched in 1992 to topple President Hosni Mubarak 's government and establish a purist Islamic state in its place,the Gama'a launched in is not a named entity .
More than 960 people have been killed in the armed struggle the Gama'a launched in 1992 to topple President Hosni Mubarak 's government and establish a purist Islamic state in its place,President Hosni is not a named entity .
More than 960 people have been killed in the armed struggle the Gama'a launched in 1992 to topple President Hosni Mubarak 's government and establish a purist Islamic state in its place,'s government and establish a purist Islamic is not a named entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,Van der Westhuizen is a person entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,All Black is an organization entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,Venter is a person entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,Joubert is a person entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,Springboks is an organization entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,into the is not a named entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,third penalty the Springboks held an unassailable is not a named entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,Venter five minutes later and is not a named entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,penalty the Springboks is not a named entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,Van is not a named entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,Joubert kicked is not a named entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,the third try for is not a named entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,penalty from Van der is not a named entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,metres from the All Black line set is not a named entity .
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,kicked his third penalty the is not a named entity .
July 24-28 Fourth test ( at Headingley ),Headingley is a location entity .
July 24-28 Fourth test ( at Headingley ),July 24-28 Fourth test ( is not a named entity .
July 24-28 Fourth test ( at Headingley ),July 24-28 Fourth test ( at is not a named entity .
English National League one,English National League is an other entity .
English National League one,English is not a named entity .
English National League one,National League is not a named entity .
United States at Netherlands,United States is a location entity .
United States at Netherlands,Netherlands is a location entity .
United States at Netherlands,United States at Netherlands is not a named entity .
United States at Netherlands,States is not a named entity .
United States at Netherlands,at is not a named entity .
United States at Netherlands,United States at is not a named entity .
NEW YORK 1996-08-29,NEW YORK is a location entity .
NEW YORK 1996-08-29,NEW is not a named entity .
NEW YORK 1996-08-29,NEW YORK 1996-08-29 is not a named entity .
Bruno suffered a cut eye in the opening round and the referee stopped the fight in the third as the Briton crumbled under a flurry of punches .,Bruno is a person entity .
Bruno suffered a cut eye in the opening round and the referee stopped the fight in the third as the Briton crumbled under a flurry of punches .,Briton is an other entity .
Bruno suffered a cut eye in the opening round and the referee stopped the fight in the third as the Briton crumbled under a flurry of punches .,as the Briton crumbled under a flurry of is not a named entity .
Bruno suffered a cut eye in the opening round and the referee stopped the fight in the third as the Briton crumbled under a flurry of punches .,fight in the third as the Briton crumbled is not a named entity .
Bruno suffered a cut eye in the opening round and the referee stopped the fight in the third as the Briton crumbled under a flurry of punches .,the third as the is not a named entity .
Bruno suffered a cut eye in the opening round and the referee stopped the fight in the third as the Briton crumbled under a flurry of punches .,the fight in the third as is not a named entity .
Texas 's lead over Seattle in the West increased to six .,Texas is an organization entity .
Texas 's lead over Seattle in the West increased to six .,Seattle is an organization entity .
Texas 's lead over Seattle in the West increased to six .,West is a location entity .
Texas 's lead over Seattle in the West increased to six .,lead over Seattle in the West increased to is not a named entity .
Texas 's lead over Seattle in the West increased to six .,the West increased to six is not a named entity .
Texas 's lead over Seattle in the West increased to six .,Seattle in the West increased is not a named entity .
Texas 's lead over Seattle in the West increased to six .,in the is not a named entity .
Texas 's lead over Seattle in the West increased to six .,Texas 's lead over Seattle in the is not a named entity .
Texas 's lead over Seattle in the West increased to six .,in the West increased to is not a named entity .
The match boiled over when Hill made to walk off court after what he claimed was a game-winning point in the third .,Hill is a person entity .
The match boiled over when Hill made to walk off court after what he claimed was a game-winning point in the third .,over when Hill made to walk off court is not a named entity .
The match boiled over when Hill made to walk off court after what he claimed was a game-winning point in the third .,in the third is not a named entity .
""""""""" NationsBank just strolled into the Midwest and bagged the biggest banking trophy in the landscape "","" """""""" said Michael Ancell "","" banking industry analyst at Edward D. Jones & Co . """"""""",NationsBank is an organization entity .
""""""""" NationsBank just strolled into the Midwest and bagged the biggest banking trophy in the landscape "","" """""""" said Michael Ancell "","" banking industry analyst at Edward D. Jones & Co . """"""""",Midwest is a location entity .
""""""""" NationsBank just strolled into the Midwest and bagged the biggest banking trophy in the landscape "","" """""""" said Michael Ancell "","" banking industry analyst at Edward D. Jones & Co . """"""""",Michael Ancell is a person entity .
""""""""" NationsBank just strolled into the Midwest and bagged the biggest banking trophy in the landscape "","" """""""" said Michael Ancell "","" banking industry analyst at Edward D. Jones & Co . """"""""",Edward D. Jones & Co is an organization entity .
""""""""" NationsBank just strolled into the Midwest and bagged the biggest banking trophy in the landscape "","" """""""" said Michael Ancell "","" banking industry analyst at Edward D. Jones & Co . """"""""",""""""""" said Michael Ancell "","" is not a named entity ."
""""""""" NationsBank just strolled into the Midwest and bagged the biggest banking trophy in the landscape "","" """""""" said Michael Ancell "","" banking industry analyst at Edward D. Jones & Co . """"""""",NationsBank just strolled is not a named entity .
""""""""" NationsBank just strolled into the Midwest and bagged the biggest banking trophy in the landscape "","" """""""" said Michael Ancell "","" banking industry analyst at Edward D. Jones & Co . """"""""",just strolled into the Midwest and bagged the is not a named entity .
""""""""" NationsBank just strolled into the Midwest and bagged the biggest banking trophy in the landscape "","" """""""" said Michael Ancell "","" banking industry analyst at Edward D. Jones & Co . """"""""","said Michael Ancell "","" banking industry analyst at is not a named entity ."
""""""""" NationsBank just strolled into the Midwest and bagged the biggest banking trophy in the landscape "","" """""""" said Michael Ancell "","" banking industry analyst at Edward D. Jones & Co . """"""""","at Edward D. Jones & Co . """""""" is not a named entity ."
